Ticker,Date,Time,Open,High,Low,Close,Volume,Open Interest
RELIANCE.NSE,19/05/2025,09:15:59,1452.1,1454.3,1449.2,1451.1,123666,0
RELIANCE.NSE,19/05/2025,09:16:59,1451.9,1453.7,1450.2,1450.6,34252,0
RELIANCE.NSE,19/05/2025,09:17:59,1450.3,1452.6,1450.3,1452.4,31522,0
RELIANCE.NSE,19/05/2025,09:18:59,1452.5,1454.6,1452.4,1453.9,29144,0
RELIANCE.NSE,19/05/2025,09:19:59,1454,1454,1452.4,1453.1,27455,0
RELIANCE.NSE,19/05/2025,09:20:59,1452.9,1453.3,1452.2,1452.2,23597,0
RELIANCE.NSE,19/05/2025,09:21:59,1452.2,1452.2,1451.1,1451.7,22153,0
RELIANCE.NSE,19/05/2025,09:22:59,1452.2,1453,1452.2,1452.7,13877,0
RELIANCE.NSE,19/05/2025,09:23:59,1452.1,1452.3,1451.8,1451.8,8837,0
RELIANCE.NSE,19/05/2025,09:24:59,1451.8,1452.2,1451.6,1451.9,18267,0
RELIANCE.NSE,19/05/2025,09:25:59,1451.7,1451.7,1450.5,1450.5,13091,0
RELIANCE.NSE,19/05/2025,09:26:59,1450.7,1450.7,1449.8,1449.8,26933,0
RELIANCE.NSE,19/05/2025,09:27:59,1450.4,1450.5,1448.9,1448.9,32649,0
RELIANCE.NSE,19/05/2025,09:28:59,1448.9,1448.9,1447.4,1448.5,36294,0
RELIANCE.NSE,19/05/2025,09:29:59,1448.3,1448.8,1448,1448.8,15161,0
RELIANCE.NSE,19/05/2025,09:30:59,1448.6,1450,1448.4,1449,30316,0
RELIANCE.NSE,19/05/2025,09:31:59,1449,1450,1449,1449.5,19137,0
RELIANCE.NSE,19/05/2025,09:32:59,1449.3,1449.5,1448.6,1448.6,14989,0
RELIANCE.NSE,19/05/2025,09:33:59,1448.5,1449,1448.1,1448.3,8669,0
RELIANCE.NSE,19/05/2025,09:34:59,1448.2,1449,1448,1448,8421,0
RELIANCE.NSE,19/05/2025,09:35:59,1448.2,1448.6,1447.6,1447.6,22386,0
RELIANCE.NSE,19/05/2025,09:36:59,1447.1,1447.3,1445.7,1445.7,23579,0
RELIANCE.NSE,19/05/2025,09:37:59,1446,1446.4,1445.5,1445.7,11750,0
RELIANCE.NSE,19/05/2025,09:38:59,1445.7,1445.7,1444,1445,29467,0
RELIANCE.NSE,19/05/2025,09:39:59,1445,1445.6,1444.5,1444.9,13037,0
RELIANCE.NSE,19/05/2025,09:40:59,1444.9,1445.4,1444.5,1445,7450,0
RELIANCE.NSE,19/05/2025,09:41:59,1445.4,1446.3,1445,1446.3,10800,0
RELIANCE.NSE,19/05/2025,09:42:59,1446.5,1446.5,1445.7,1446.3,7818,0
RELIANCE.NSE,19/05/2025,09:43:59,1446.1,1448.2,1446,1448.2,12365,0
RELIANCE.NSE,19/05/2025,09:44:59,1447.9,1448.5,1447.1,1447.2,9573,0
RELIANCE.NSE,19/05/2025,09:45:59,1447.1,1447.5,1446.4,1447.1,12567,0
RELIANCE.NSE,19/05/2025,09:46:59,1447.4,1447.6,1446.9,1447,5209,0
RELIANCE.NSE,19/05/2025,09:47:59,1447.5,1448.3,1447.5,1448.3,6747,0
RELIANCE.NSE,19/05/2025,09:48:59,1448.3,1448.4,1447,1447.1,15998,0
RELIANCE.NSE,19/05/2025,09:49:59,1447.1,1447.8,1447.1,1447.8,4355,0
RELIANCE.NSE,19/05/2025,09:50:59,1447.6,1448,1447.6,1448,5851,0
