Ticker,Date,Time,Open,High,Low,Close,Volume,Open Interest
RELIANCE.NSE,02/01/2025,09:15:59,1221.25,1226.2,1221.25,1223.05,216953,0
RELIANCE.NSE,02/01/2025,09:16:59,1223,1225.35,1223,1225.35,82934,0
RELIANCE.NSE,02/01/2025,09:17:59,1225.35,1226.5,1225,1226.35,40650,0
RELIANCE.NSE,02/01/2025,09:18:59,1226.5,1227.35,1226,1226.25,40584,0
RELIANCE.NSE,02/01/2025,09:19:59,1226.4,1228.55,1226.4,1227.9,68924,0
RELIANCE.NSE,02/01/2025,09:20:59,1227.85,1227.85,1226,1226.75,44920,0
RELIANCE.NSE,02/01/2025,09:21:59,1226.35,1226.85,1225.05,1226.35,19280,0
RELIANCE.NSE,02/01/2025,09:22:59,1226.05,1226.45,1225.7,1226.15,8359,0
RELIANCE.NSE,02/01/2025,09:23:59,1226,1226,1224.7,1225.75,18696,0
RELIANCE.NSE,02/01/2025,09:24:59,1225.6,1225.8,1224.65,1224.65,35347,0
RELIANCE.NSE,02/01/2025,09:25:59,1224.6,1224.6,1223.35,1223.5,22436,0
RELIANCE.NSE,02/01/2025,09:26:59,1223.8,1224.8,1223.5,1224.15,21502,0
RELIANCE.NSE,02/01/2025,09:27:59,1224.7,1225.4,1224.05,1225,12434,0
RELIANCE.NSE,02/01/2025,09:28:59,1224.9,1225.45,1224.5,1224.7,10341,0
RELIANCE.NSE,02/01/2025,09:29:59,1224.6,1225.25,1224.15,1224.25,13927,0
RELIANCE.NSE,02/01/2025,09:30:59,1223.85,1224.5,1223.35,1223.9,21350,0
RELIANCE.NSE,02/01/2025,09:31:59,1223.7,1224.55,1223.35,1223.4,15828,0
RELIANCE.NSE,02/01/2025,09:32:59,1223.4,1224.15,1223,1223.75,15863,0
RELIANCE.NSE,02/01/2025,09:33:59,1223.8,1224,1223.55,1223.95,7300,0
RELIANCE.NSE,02/01/2025,09:34:59,1223.9,1224.75,1223.9,1224.65,12766,0
RELIANCE.NSE,02/01/2025,09:35:59,1224.7,1225,1223.7,1223.95,13344,0
RELIANCE.NSE,02/01/2025,09:36:59,1223.9,1224,1222.9,1223,15624,0
RELIANCE.NSE,02/01/2025,09:37:59,1223.6,1225,1223.6,1224.3,33778,0
RELIANCE.NSE,02/01/2025,09:38:59,1224.2,1225,1224.1,1224.9,7510,0
RELIANCE.NSE,02/01/2025,09:39:59,1224.95,1225.5,1224.6,1224.9,19515,0
RELIANCE.NSE,02/01/2025,09:40:59,1224.9,1225,1224.5,1224.65,8193,0
RELIANCE.NSE,02/01/2025,09:41:59,1224.4,1225,1224,1225,14937,0
RELIANCE.NSE,02/01/2025,09:42:59,1225.9,1225.9,1224.25,1225.2,24173,0
RELIANCE.NSE,02/01/2025,09:43:59,1225.2,1225.5,1224.65,1225.5,7326,0
RELIANCE.NSE,02/01/2025,09:44:59,1225.5,1225.5,1224.7,1224.95,4700,0
RELIANCE.NSE,02/01/2025,09:45:59,1225.1,1225.6,1224.9,1225.1,8887,0
RELIANCE.NSE,02/01/2025,09:46:59,1225.1,1225.45,1224.7,1224.7,22848,0
RELIANCE.NSE,02/01/2025,09:47:59,1224.5,1224.5,1223,1223.35,22295,0
RELIANCE.NSE,02/01/2025,09:48:59,1223.65,1223.85,1223.25,1223.3,6308,0
RELIANCE.NSE,02/01/2025,09:49:59,1223.2,1223.85,1223.2,1223.5,6441,0
RELIANCE.NSE,02/01/2025,09:50:59,1223.4,1225,1223.4,1224.55,15371,0
RELIANCE.NSE,02/01/2025,09:51:59,1224.55,1225,1224,1224.2,41037,0
RELIANCE.NSE,02/01/2025,09:52:59,1224,1224,1223.2,1223.5,11962,0
RELIANCE.NSE,02/01/2025,09:53:59,1223.5,1223.75,1223,1223.45,24181,0
RELIANCE.NSE,02/01/2025,09:54:59,1223.3,1225,1223.1,1224.5,14256,0
RELIANCE.NSE,02/01/2025,09:55:59,1225,1226.5,1224.65,1226.2,83453,0
RELIANCE.NSE,02/01/2025,09:56:59,1226.4,1226.5,1225.7,1226.4,16453,0
RELIANCE.NSE,02/01/2025,09:57:59,1226.45,1226.5,1225.7,1226.35,25636,0
RELIANCE.NSE,02/01/2025,09:58:59,1226.3,1226.5,1225.45,1225.45,17073,0
RELIANCE.NSE,02/01/2025,09:59:59,1225.5,1225.5,1224.6,1224.8,10537,0
RELIANCE.NSE,02/01/2025,10:00:59,1224.85,1225,1224.25,1224.45,8655,0
RELIANCE.NSE,02/01/2025,10:01:59,1224.5,1224.6,1223.85,1224.3,35700,0
RELIANCE.NSE,02/01/2025,10:02:59,1224.35,1225.1,1224.35,1224.8,8365,0
RELIANCE.NSE,02/01/2025,10:03:59,1224.8,1224.8,1224.05,1224.35,5384,0
RELIANCE.NSE,02/01/2025,10:04:59,1224.35,1224.4,1223.7,1223.95,15880,0
RELIANCE.NSE,02/01/2025,10:05:59,1224.25,1224.5,1223.75,1224.45,15184,0
RELIANCE.NSE,02/01/2025,10:06:59,1224.45,1224.9,1224.2,1224.35,6959,0
RELIANCE.NSE,02/01/2025,10:07:59,1224.55,1224.65,1223.45,1223.85,25217,0
RELIANCE.NSE,02/01/2025,10:08:59,1223.85,1223.85,1223.35,1223.4,14608,0
RELIANCE.NSE,02/01/2025,10:09:59,1223.45,1223.7,1223.3,1223.55,15589,0
RELIANCE.NSE,02/01/2025,10:10:59,1223.6,1223.65,1222.85,1222.85,21659,0
RELIANCE.NSE,02/01/2025,10:11:59,1222.9,1223.35,1222.5,1223.05,17581,0
RELIANCE.NSE,02/01/2025,10:12:59,1223.5,1224.95,1223.5,1224.4,13230,0
RELIANCE.NSE,02/01/2025,10:13:59,1224.6,1224.95,1223.25,1223.25,7686,0
RELIANCE.NSE,02/01/2025,10:14:59,1223.25,1223.25,1221.65,1221.65,49835,0
RELIANCE.NSE,02/01/2025,10:15:59,1222.05,1222.05,1220,1220.7,78414,0
RELIANCE.NSE,02/01/2025,10:16:59,1220.65,1221.6,1220.25,1220.95,21962,0
RELIANCE.NSE,02/01/2025,10:17:59,1220.95,1222.55,1220.95,1222.1,27096,0
RELIANCE.NSE,02/01/2025,10:18:59,1222,1222,1220.95,1221.1,12711,0
RELIANCE.NSE,02/01/2025,10:19:59,1221.45,1222.1,1221.45,1222.05,6881,0
RELIANCE.NSE,02/01/2025,10:20:59,1222.05,1222.9,1221.75,1222.35,16966,0
RELIANCE.NSE,02/01/2025,10:21:59,1222.35,1222.6,1221.65,1222.2,16227,0
RELIANCE.NSE,02/01/2025,10:22:59,1222.2,1222.2,1221.75,1221.8,13022,0
RELIANCE.NSE,02/01/2025,10:23:59,1221.8,1221.85,1221,1221.5,18287,0
RELIANCE.NSE,02/01/2025,10:24:59,1221.5,1223,1221.5,1222,19956,0
RELIANCE.NSE,02/01/2025,10:25:59,1222,1222.65,1221.5,1221.8,14977,0
RELIANCE.NSE,02/01/2025,10:26:59,1221.9,1222.75,1221.9,1222.65,6099,0
RELIANCE.NSE,02/01/2025,10:27:59,1222.75,1223.15,1222.5,1222.6,15219,0
RELIANCE.NSE,02/01/2025,10:28:59,1222.9,1223,1222.4,1222.65,12338,0
RELIANCE.NSE,02/01/2025,10:29:59,1222.85,1222.85,1222.15,1222.85,12660,0
RELIANCE.NSE,02/01/2025,10:30:59,1222.85,1223.55,1222.6,1223.55,7803,0
RELIANCE.NSE,02/01/2025,10:31:59,1223.35,1223.95,1223.25,1223.7,9962,0
RELIANCE.NSE,02/01/2025,10:32:59,1223.7,1224.5,1223.7,1224.4,11078,0
RELIANCE.NSE,02/01/2025,10:33:59,1224.4,1224.4,1223.45,1224,9410,0
RELIANCE.NSE,02/01/2025,10:34:59,1223.95,1223.95,1223.5,1223.5,6442,0
RELIANCE.NSE,02/01/2025,10:35:59,1223.55,1223.55,1222.8,1222.85,20587,0
RELIANCE.NSE,02/01/2025,10:36:59,1222.8,1224.25,1222.8,1223.45,20455,0
RELIANCE.NSE,02/01/2025,10:37:59,1223.45,1223.45,1221.55,1221.9,14452,0
RELIANCE.NSE,02/01/2025,10:38:59,1221.6,1222,1221.4,1222,12216,0
RELIANCE.NSE,02/01/2025,10:39:59,1222.3,1223.65,1222,1222.45,7108,0
RELIANCE.NSE,02/01/2025,10:40:59,1222.55,1223.1,1222.5,1223.05,8772,0
RELIANCE.NSE,02/01/2025,10:41:59,1223.1,1223.75,1223.1,1223.75,11012,0
RELIANCE.NSE,02/01/2025,10:42:59,1223.7,1223.85,1223.05,1223.1,8555,0
RELIANCE.NSE,02/01/2025,10:43:59,1223.35,1223.35,1223,1223.3,6029,0
RELIANCE.NSE,02/01/2025,10:44:59,1223.3,1224,1223.15,1223.4,15092,0
RELIANCE.NSE,02/01/2025,10:45:59,1223.35,1224,1223.2,1223.6,6733,0
RELIANCE.NSE,02/01/2025,10:46:59,1223.65,1224.1,1223.25,1223.85,8231,0
RELIANCE.NSE,02/01/2025,10:47:59,1223.85,1224.5,1223.55,1224.1,17575,0
RELIANCE.NSE,02/01/2025,10:48:59,1224,1224.85,1224,1224.85,16218,0
RELIANCE.NSE,02/01/2025,10:49:59,1224.85,1225.35,1224.75,1225,77415,0
RELIANCE.NSE,02/01/2025,10:50:59,1225,1225.45,1224.6,1225.45,37771,0
RELIANCE.NSE,02/01/2025,10:51:59,1225.45,1226,1225,1225.6,48425,0
RELIANCE.NSE,02/01/2025,10:52:59,1225.6,1225.65,1224.8,1224.95,13689,0
RELIANCE.NSE,02/01/2025,10:53:59,1225,1225.4,1224.4,1224.65,17002,0
RELIANCE.NSE,02/01/2025,10:54:59,1224.5,1225.05,1224.2,1224.6,16108,0
RELIANCE.NSE,02/01/2025,10:55:59,1224.85,1224.95,1224.15,1224.3,12319,0
RELIANCE.NSE,02/01/2025,10:56:59,1224.45,1225.45,1224.35,1225.15,31150,0
RELIANCE.NSE,02/01/2025,10:57:59,1225.35,1225.55,1224.7,1224.95,21262,0
RELIANCE.NSE,02/01/2025,10:58:59,1225.2,1225.2,1224.5,1224.75,9876,0
RELIANCE.NSE,02/01/2025,10:59:59,1224.75,1225.3,1224.6,1225.25,18866,0
RELIANCE.NSE,02/01/2025,11:00:59,1225.25,1225.45,1224.2,1224.2,18509,0
RELIANCE.NSE,02/01/2025,11:01:59,1224.25,1224.5,1223.7,1224,72654,0
RELIANCE.NSE,02/01/2025,11:02:59,1224,1224.5,1223.65,1224.45,19613,0
RELIANCE.NSE,02/01/2025,11:03:59,1224.25,1224.95,1224.25,1224.3,11613,0
RELIANCE.NSE,02/01/2025,11:04:59,1224.3,1224.75,1224,1224.25,16870,0
RELIANCE.NSE,02/01/2025,11:05:59,1224.5,1224.75,1223.55,1223.8,15080,0
RELIANCE.NSE,02/01/2025,11:06:59,1223.85,1224.8,1223.8,1223.95,58831,0
RELIANCE.NSE,02/01/2025,11:07:59,1224.3,1224.9,1224.15,1224.6,8440,0
RELIANCE.NSE,02/01/2025,11:08:59,1224.35,1225,1224.3,1224.8,13102,0
RELIANCE.NSE,02/01/2025,11:09:59,1225,1226.3,1224.95,1225.25,54950,0
RELIANCE.NSE,02/01/2025,11:10:59,1225.5,1226,1225.3,1225.3,20096,0
RELIANCE.NSE,02/01/2025,11:11:59,1225.45,1225.75,1225,1225.1,11048,0
RELIANCE.NSE,02/01/2025,11:12:59,1225,1225.85,1224.95,1225.65,26685,0
RELIANCE.NSE,02/01/2025,11:13:59,1225.55,1225.85,1225.3,1225.3,16390,0
RELIANCE.NSE,02/01/2025,11:14:59,1225.7,1225.9,1225.3,1225.55,13828,0
RELIANCE.NSE,02/01/2025,11:15:59,1225.6,1225.7,1225.05,1225.1,14934,0
RELIANCE.NSE,02/01/2025,11:16:59,1225.35,1225.7,1224.9,1225.65,28743,0
RELIANCE.NSE,02/01/2025,11:17:59,1225.65,1226.25,1225.15,1225.35,20536,0
RELIANCE.NSE,02/01/2025,11:18:59,1225.35,1225.8,1225.1,1225.55,10224,0
RELIANCE.NSE,02/01/2025,11:19:59,1225.7,1226,1225.1,1225.55,16926,0
RELIANCE.NSE,02/01/2025,11:20:59,1225.5,1225.7,1224.65,1224.9,34127,0
RELIANCE.NSE,02/01/2025,11:21:59,1225,1226.9,1224.85,1226.9,50830,0
RELIANCE.NSE,02/01/2025,11:22:59,1226.95,1226.95,1226.2,1226.6,21063,0
RELIANCE.NSE,02/01/2025,11:23:59,1226.35,1227,1226.1,1226.45,39603,0
RELIANCE.NSE,02/01/2025,11:24:59,1226.65,1227,1226.05,1226.6,63139,0
RELIANCE.NSE,02/01/2025,11:25:59,1226.6,1227.4,1226.6,1227.3,31650,0
RELIANCE.NSE,02/01/2025,11:26:59,1227.25,1227.45,1227,1227.2,19457,0
RELIANCE.NSE,02/01/2025,11:27:59,1227.2,1227.2,1226.5,1226.5,64712,0
RELIANCE.NSE,02/01/2025,11:28:59,1226.55,1226.6,1226.1,1226.6,12353,0
RELIANCE.NSE,02/01/2025,11:29:59,1226.6,1227,1226.25,1226.4,45558,0
RELIANCE.NSE,02/01/2025,11:30:59,1226.45,1227.15,1226.1,1226.25,21180,0
RELIANCE.NSE,02/01/2025,11:31:59,1226,1226.9,1225.5,1226.9,33379,0
RELIANCE.NSE,02/01/2025,11:32:59,1226.9,1227.5,1226.65,1226.7,24123,0
RELIANCE.NSE,02/01/2025,11:33:59,1226.35,1227.25,1226.35,1227,10963,0
RELIANCE.NSE,02/01/2025,11:34:59,1227,1227.25,1226.5,1226.95,18262,0
RELIANCE.NSE,02/01/2025,11:35:59,1226.95,1227.05,1226.55,1227,17906,0
