Ticker,Date,Time,Open,High,Low,Close,Volume,Open Interest
RELIANCE.NSE,28/05/2025,09:15:59,1420.1,1422,1414.5,1417.8,182309,0
RELIANCE.NSE,28/05/2025,09:16:59,1418.2,1418.9,1417,1417.6,52090,0
RELIANCE.NSE,28/05/2025,09:17:59,1417.5,1417.5,1416,1416.6,46522,0
RELIANCE.NSE,28/05/2025,09:18:59,1417.1,1419.7,1416.7,1418.8,39060,0
RELIANCE.NSE,28/05/2025,09:19:59,1418.8,1419.1,1418,1418,22066,0
RELIANCE.NSE,28/05/2025,09:20:59,1418.3,1422.6,1418.3,1421,54794,0
RELIANCE.NSE,28/05/2025,09:21:59,1421.3,1421.7,1420.6,1421.5,36253,0
RELIANCE.NSE,28/05/2025,09:22:59,1421.4,1421.8,1419.5,1419.6,61932,0
RELIANCE.NSE,28/05/2025,09:23:59,1420,1420.1,1418,1418.2,20977,0
RELIANCE.NSE,28/05/2025,09:24:59,1418.5,1418.7,1417.5,1417.9,35839,0
RELIANCE.NSE,28/05/2025,09:25:59,1417.9,1417.9,1416,1416.4,34557,0
RELIANCE.NSE,28/05/2025,09:26:59,1416.7,1417.9,1416.6,1417.7,16494,0
RELIANCE.NSE,28/05/2025,09:27:59,1417.7,1417.7,1416.1,1416.1,21893,0
RELIANCE.NSE,28/05/2025,09:28:59,1416.3,1416.3,1415.1,1415.2,27337,0
RELIANCE.NSE,28/05/2025,09:29:59,1415,1415.8,1414,1414.5,62641,0
RELIANCE.NSE,28/05/2025,09:30:59,1414.4,1416,1414.4,1414.7,40374,0
RELIANCE.NSE,28/05/2025,09:31:59,1414.6,1415.4,1414.6,1415,21114,0
RELIANCE.NSE,28/05/2025,09:32:59,1415,1415.5,1415,1415.4,15450,0
RELIANCE.NSE,28/05/2025,09:33:59,1415.5,1416.4,1415.4,1415.5,12722,0
RELIANCE.NSE,28/05/2025,09:34:59,1415.6,1415.7,1415.1,1415.6,18367,0
RELIANCE.NSE,28/05/2025,09:35:59,1415.4,1415.7,1415.3,1415.7,10921,0
RELIANCE.NSE,28/05/2025,09:36:59,1415.7,1416.8,1415.7,1416.2,23147,0
RELIANCE.NSE,28/05/2025,09:37:59,1415.9,1415.9,1412.5,1413,84458,0
RELIANCE.NSE,28/05/2025,09:38:59,1413.2,1413.6,1413.1,1413.4,26839,0
RELIANCE.NSE,28/05/2025,09:39:59,1413.2,1414.2,1413.1,1413.9,26191,0
RELIANCE.NSE,28/05/2025,09:40:59,1414.1,1414.7,1413.3,1413.7,22769,0
RELIANCE.NSE,28/05/2025,09:41:59,1413.6,1414.8,1413.6,1414.8,17948,0
RELIANCE.NSE,28/05/2025,09:42:59,1414.9,1416.2,1414.2,1414.6,25489,0
RELIANCE.NSE,28/05/2025,09:43:59,1414.6,1415.5,1414.4,1415.4,23659,0
RELIANCE.NSE,28/05/2025,09:44:59,1415.2,1416.4,1415,1416.1,18083,0
RELIANCE.NSE,28/05/2025,09:45:59,1416.1,1416.2,1415.1,1415.2,11617,0
RELIANCE.NSE,28/05/2025,09:46:59,1415.2,1415.4,1414.3,1415.4,19451,0
RELIANCE.NSE,28/05/2025,09:47:59,1415.4,1415.4,1414.2,1414.9,17022,0
RELIANCE.NSE,28/05/2025,09:48:59,1414.7,1414.8,1414,1414.5,13790,0
RELIANCE.NSE,28/05/2025,09:49:59,1414.5,1414.8,1414,1414.7,23586,0
RELIANCE.NSE,28/05/2025,09:50:59,1414.8,1414.8,1413.9,1413.9,11675,0
RELIANCE.NSE,28/05/2025,09:51:59,1413.6,1413.9,1413.2,1413.3,13790,0
RELIANCE.NSE,28/05/2025,09:52:59,1413.5,1413.5,1413.1,1413.2,20068,0
RELIANCE.NSE,28/05/2025,09:53:59,1413.2,1414.6,1413.2,1414.6,25994,0
RELIANCE.NSE,28/05/2025,09:54:59,1414.4,1414.7,1414.2,1414.5,24767,0
RELIANCE.NSE,28/05/2025,09:55:59,1414.2,1414.9,1413.9,1414,18167,0
RELIANCE.NSE,28/05/2025,09:56:59,1414,1414.1,1412.5,1412.5,41419,0
RELIANCE.NSE,28/05/2025,09:57:59,1412.8,1413.7,1412.6,1413.4,20334,0
RELIANCE.NSE,28/05/2025,09:58:59,1413.5,1413.8,1413.2,1413.7,10399,0
RELIANCE.NSE,28/05/2025,09:59:59,1413.8,1414.7,1413.7,1414.1,18194,0
RELIANCE.NSE,28/05/2025,10:00:59,1414.5,1414.5,1413.1,1413.7,15122,0
RELIANCE.NSE,28/05/2025,10:01:59,1413.7,1414,1413.4,1413.6,34296,0
RELIANCE.NSE,28/05/2025,10:02:59,1413.8,1413.8,1412.6,1412.9,19667,0
RELIANCE.NSE,28/05/2025,10:03:59,1413.2,1413.2,1412.8,1413.1,11242,0
RELIANCE.NSE,28/05/2025,10:04:59,1413.1,1413.3,1413,1413.2,6532,0
RELIANCE.NSE,28/05/2025,10:05:59,1413.1,1413.6,1412.9,1413,20974,0
RELIANCE.NSE,28/05/2025,10:06:59,1413,1413.5,1412.9,1413.3,8239,0
RELIANCE.NSE,28/05/2025,10:07:59,1413.5,1413.7,1413.3,1413.6,16959,0
RELIANCE.NSE,28/05/2025,10:08:59,1413.6,1414.6,1413.5,1414.2,40819,0
RELIANCE.NSE,28/05/2025,10:09:59,1414.2,1414.4,1414,1414.2,11312,0
RELIANCE.NSE,28/05/2025,10:10:59,1414.1,1414.2,1413.2,1413.7,24663,0
RELIANCE.NSE,28/05/2025,10:11:59,1413.5,1413.8,1413.1,1413.8,16604,0
RELIANCE.NSE,28/05/2025,10:12:59,1413.7,1414.4,1413.5,1413.9,17927,0
RELIANCE.NSE,28/05/2025,10:13:59,1414.1,1414.6,1413.9,1414.2,16606,0
RELIANCE.NSE,28/05/2025,10:14:59,1414.1,1414.2,1412.9,1413.5,36084,0
RELIANCE.NSE,28/05/2025,10:15:59,1413.5,1413.6,1411.6,1412.8,50161,0
RELIANCE.NSE,28/05/2025,10:16:59,1412.8,1413.8,1412.4,1412.9,7940,0
RELIANCE.NSE,28/05/2025,10:17:59,1412.9,1413.5,1412.8,1413.2,10804,0
RELIANCE.NSE,28/05/2025,10:18:59,1413.3,1413.7,1413.2,1413.7,17595,0
RELIANCE.NSE,28/05/2025,10:19:59,1413.6,1413.7,1413,1413.2,6666,0
RELIANCE.NSE,28/05/2025,10:20:59,1413.2,1413.7,1413,1413.7,17867,0
RELIANCE.NSE,28/05/2025,10:21:59,1413.5,1413.9,1413.3,1413.6,12800,0
RELIANCE.NSE,28/05/2025,10:22:59,1413.6,1413.7,1413.4,1413.6,7201,0
RELIANCE.NSE,28/05/2025,10:23:59,1413.5,1414.1,1413.1,1414.1,25076,0
RELIANCE.NSE,28/05/2025,10:24:59,1414,1414.1,1413.1,1413.2,7484,0
RELIANCE.NSE,28/05/2025,10:25:59,1413.2,1413.7,1412.8,1412.8,38687,0
RELIANCE.NSE,28/05/2025,10:26:59,1413.1,1413.1,1412.2,1412.7,26635,0
RELIANCE.NSE,28/05/2025,10:27:59,1412.7,1412.7,1412.1,1412.2,18165,0
RELIANCE.NSE,28/05/2025,10:28:59,1412.2,1412.7,1412.1,1412.3,7720,0
RELIANCE.NSE,28/05/2025,10:29:59,1412.2,1412.3,1411.1,1411.4,34825,0
RELIANCE.NSE,28/05/2025,10:30:59,1411.5,1411.5,1411,1411.2,26455,0
RELIANCE.NSE,28/05/2025,10:31:59,1411.2,1412,1411.1,1412,15346,0
RELIANCE.NSE,28/05/2025,10:32:59,1412,1412,1411.5,1411.8,10945,0
RELIANCE.NSE,28/05/2025,10:33:59,1411.7,1412,1411.5,1411.9,13048,0
RELIANCE.NSE,28/05/2025,10:34:59,1411.9,1412,1411.7,1411.8,7037,0
RELIANCE.NSE,28/05/2025,10:35:59,1411.9,1412,1411.3,1411.5,12707,0
RELIANCE.NSE,28/05/2025,10:36:59,1411.3,1411.5,1411.1,1411.2,12938,0
RELIANCE.NSE,28/05/2025,10:37:59,1411.3,1411.6,1411.1,1411.3,10830,0
RELIANCE.NSE,28/05/2025,10:38:59,1411.4,1411.5,1411.3,1411.4,7903,0
RELIANCE.NSE,28/05/2025,10:39:59,1411.4,1411.4,1411.2,1411.4,12131,0
RELIANCE.NSE,28/05/2025,10:40:59,1411.4,1412.4,1411.4,1412.4,33482,0
RELIANCE.NSE,28/05/2025,10:41:59,1412.4,1412.4,1411.8,1412.2,12975,0
RELIANCE.NSE,28/05/2025,10:42:59,1411.7,1412.3,1411.7,1412,12651,0
RELIANCE.NSE,28/05/2025,10:43:59,1412,1412,1411.7,1411.9,6467,0
RELIANCE.NSE,28/05/2025,10:44:59,1411.9,1412.1,1411.7,1411.9,10602,0
RELIANCE.NSE,28/05/2025,10:45:59,1411.9,1412.8,1411.8,1412.8,11518,0
RELIANCE.NSE,28/05/2025,10:46:59,1412.1,1414.1,1412.1,1414.1,34911,0
RELIANCE.NSE,28/05/2025,10:47:59,1414.1,1415.6,1413.8,1415.2,27472,0
RELIANCE.NSE,28/05/2025,10:48:59,1415.2,1416.2,1414.3,1414.3,49325,0
RELIANCE.NSE,28/05/2025,10:49:59,1414.8,1415.4,1414.3,1415,15680,0
RELIANCE.NSE,28/05/2025,10:50:59,1415.2,1415.5,1415,1415.3,27136,0
RELIANCE.NSE,28/05/2025,10:51:59,1415.4,1415.5,1415,1415.3,6228,0
RELIANCE.NSE,28/05/2025,10:52:59,1415.2,1416,1415,1415.9,26491,0
RELIANCE.NSE,28/05/2025,10:53:59,1415.9,1416.1,1415.1,1415.9,15676,0
RELIANCE.NSE,28/05/2025,10:54:59,1415.9,1416,1415.5,1415.6,15393,0
