datetime,timestamp,open,high,low,close,volume
2025-08-01 09:20:00+05:30,1754019900,2748.0,2755.7,2742.5,2752.1,8855
2025-08-01 09:25:00+05:30,1754020200,2752.1,2759.3,2752.1,2753.1,4468
2025-08-01 09:30:00+05:30,1754020500,2753.1,2753.1,2746.4,2746.9,3239
2025-08-01 09:35:00+05:30,1754020800,2746.3,2753.5,2741.1,2750.3,4615
2025-08-01 09:40:00+05:30,1754021100,2750.3,2751.0,2744.8,2745.5,1990
2025-08-01 09:45:00+05:30,1754021400,2745.5,2749.3,2742.4,2744.8,4263
2025-08-01 09:50:00+05:30,1754021700,2744.8,2747.0,2741.4,2744.8,3119
2025-08-01 09:55:00+05:30,1754022000,2744.4,2752.3,2744.4,2750.7,10862
2025-08-01 10:00:00+05:30,1754022300,2750.7,2757.0,2750.7,2754.5,4873
2025-08-01 10:05:00+05:30,1754022600,2753.8,2759.3,2752.5,2756.2,6073
2025-08-01 10:10:00+05:30,1754022900,2757.3,2759.0,2754.1,2759.0,4773
2025-08-01 10:15:00+05:30,1754023200,2758.9,2765.0,2758.8,2761.0,11049
2025-08-01 10:20:00+05:30,1754023500,2760.7,2764.6,2752.1,2764.6,4934
2025-08-01 10:25:00+05:30,1754023800,2764.4,2766.5,2761.4,2762.8,5264
2025-08-01 10:30:00+05:30,1754024100,2762.4,2762.4,2759.3,2762.1,1846
2025-08-01 10:35:00+05:30,1754024400,2762.9,2765.0,2760.5,2761.6,2461
2025-08-01 10:40:00+05:30,1754024700,2759.3,2761.0,2758.0,2758.4,7977
2025-08-01 10:45:00+05:30,1754025000,2758.4,2760.0,2755.3,2756.2,2089
2025-08-01 10:50:00+05:30,1754025300,2756.3,2762.5,2756.3,2760.0,1600
2025-08-01 10:55:00+05:30,1754025600,2760.0,2760.3,2757.1,2757.1,934
2025-08-01 11:00:00+05:30,1754025900,2757.1,2760.2,2757.1,2760.1,1488
2025-08-01 11:05:00+05:30,1754026200,2760.4,2763.9,2759.1,2763.5,3654
2025-08-01 11:10:00+05:30,1754026500,2763.5,2764.9,2759.1,2760.4,5691
2025-08-01 11:15:00+05:30,1754026800,2760.3,2760.4,2750.0,2752.6,8570
2025-08-01 11:20:00+05:30,1754027100,2752.6,2753.7,2746.5,2753.1,12868
2025-08-01 11:25:00+05:30,1754027400,2753.1,2755.2,2750.5,2753.4,4161
2025-08-01 11:30:00+05:30,1754027700,2753.7,2753.7,2740.5,2744.3,6321
