,Close
934,1395.8
935,1396.0
936,1395.3
937,1395.2
938,1395.0
939,1394.5
940,1394.2
941,1394.4
942,1394.6
943,1393.3
944,1393.6
945,1393.6
946,1393.7
947,1393.7
948,1393.2
949,1393.2
950,1393.4
951,1393.5
952,1393.2
953,1394.2
954,1395.6
955,1395.9
956,1396.4
957,1396.4
958,1396.0
959,1396.0
960,1396.1
961,1396.1
962,1395.2
963,1395.3
964,1395.2
965,1395.3
966,1395.3
967,1395.6
968,1395.1
969,1395.0
970,1395.2
971,1395.1
972,1395.0
973,1395.0
974,1394.1
975,1393.7
976,1393.8
977,1394.2
978,1394.6
979,1394.8
980,1394.7
981,1395.7
982,1395.8
983,1395.7
984,1395.9
985,1396.4
986,1395.9
987,1395.8
988,1395.1
989,1395.1
990,1395.1
991,1395.0
992,1394.5
993,1394.0
994,1394.0
995,1394.1
996,1394.0
997,1393.7
998,1394.4
999,1393.9
1000,1393.8
1001,1393.9
1002,1393.9
1003,1393.9
1004,1393.5
1005,1394.0
1006,1394.1
1007,1393.1
1008,1392.6
1009,1392.4
1010,1392.8
1011,1392.6
1012,1392.6
1013,1393.1
1014,1391.6
1015,1392.3
1016,1392.2
1017,1392.2
1018,1392.1
1019,1392.1
1020,1391.5
1021,1392.4
1022,1391.7
1023,1391.6
1024,1391.3
1025,1391.4
1026,1390.5
1027,1390.7
1028,1389.9
1029,1389.9
1030,1390.8
1031,1391.0
1032,1390.6
1033,1390.0
1034,1389.6
1035,1389.8
1036,1390.2
1037,1390.1
1038,1390.1
1039,1390.8
1040,1391.0
1041,1391.0
1042,1391.3
1043,1391.4
1044,1391.4
1045,1391.4
1046,1391.6
1047,1391.2
1048,1391.4
1049,1391.1
1050,1391.2
1051,1391.4
1052,1391.4
1053,1391.3
1054,1391.1
1055,1391.1
1056,1391.1
1057,1391.4
1058,1391.4
1059,1391.5
1060,1391.2
1061,1391.8
1062,1391.5
1063,1391.3
1064,1391.2
1065,1391.3
1066,1391.2
1067,1391.0
1068,1391.5
1069,1390.7
1070,1390.6
1071,1390.6
1072,1391.0
1073,1391.4
1074,1390.8
1075,1391.0
1076,1390.7
1077,1390.6
1078,1390.5
1079,1390.4
1080,1390.3
1081,1390.7
1082,1390.8
1083,1390.6
1084,1390.7
1085,1390.7
1086,1390.7
1087,1389.9
1088,1389.9
1089,1389.8
1090,1390.0
1091,1390.8
1092,1390.9
1093,1390.9
1094,1390.8
1095,1391.1
1096,1389.6
1097,1389.7
1098,1389.8
1099,1390.6
1100,1391.4
1101,1392.1
1102,1391.7
1103,1391.4
1104,1391.0
1105,1391.0
1106,1390.8
1107,1391.0
1108,1391.4
1109,1390.8
1110,1390.1
1111,1388.6
1112,1388.6
1113,1388.8
1114,1389.6
1115,1390.1
1116,1390.4
1117,1390.6
1118,1390.5
1119,1390.8
1120,1391.2
1121,1390.7
1122,1390.7
1123,1390.5
1124,1390.2
1125,1390.2
1126,1390.6
1127,1390.9
1128,1391.3
1129,1392.2
1130,1391.4
1131,1391.9
1132,1393.2
1133,1392.9
1134,1392.1
1135,1392.8
1136,1392.9
1137,1393.1
1138,1391.4
1139,1389.8
1140,1392.2
1141,1391.6
1142,1391.1
1143,1392.8
1144,1392.8
1145,1393.0
1146,1393.3
1147,1391.9
1148,1391.0
1149,1390.9
1150,1390.2
1151,1388.7
1152,1390.0
1153,1391.7
1154,1391.7
1155,1391.7
1156,1391.7
1157,1391.7
1158,1391.7
1159,1391.7
1160,1391.7
1161,1391.7
1162,1391.7
1163,1391.7
1164,1391.7
1165,1391.7
1166,1391.7
1167,1391.7
1168,1391.7
1169,1391.7
1170,1389.1
1171,1388.0
1172,1390.6
1173,1391.0
1174,1391.5
1175,1390.1
1176,1388.6
1177,1388.2
1178,1388.5
1179,1388.8
1180,1389.0
1181,1389.0
1182,1388.1
1183,1388.9
1184,1389.3
1185,1389.3
1186,1388.9
1187,1389.2
1188,1388.4
1189,1388.3
1190,1386.6
1191,1386.0
1192,1385.5
1193,1385.0
1194,1384.2
1195,1384.9
1196,1385.5
1197,1384.7
1198,1385.1
1199,1384.2
1200,1385.5
1201,1384.9
1202,1386.9
1203,1386.7
1204,1385.6
1205,1385.8
1206,1386.7
1207,1387.5
1208,1387.6
1209,1386.6
1210,1386.3
1211,1385.5
1212,1385.6
1213,1386.2
1214,1385.6
1215,1386.8
1216,1386.7
1217,1387.2
1218,1385.8
1219,1386.6
1220,1387.6
1221,1387.9
1222,1387.6
1223,1388.3
1224,1388.3
1225,1388.0
1226,1388.6
1227,1388.6
1228,1388.7
1229,1389.6
1230,1389.5
1231,1389.9
1232,1390.0
1233,1390.0
1234,1390.5
1235,1390.8
1236,1391.3
1237,1393.0
1238,1391.8
1239,1391.7
1240,1391.4
1241,1389.7
1242,1390.0
1243,1390.1
1244,1390.0
1245,1390.5
1246,1390.5
1247,1391.0
1248,1391.5
1249,1390.6
1250,1388.9
1251,1388.7
1252,1388.9
1253,1389.0
1254,1388.3
1255,1388.9
1256,1388.8
1257,1389.5
1258,1388.9
1259,1388.3
1260,1387.6
1261,1387.7
1262,1387.8
1263,1387.8
1264,1387.6
1265,1387.8
1266,1387.8
1267,1387.9
1268,1387.4
1269,1387.3
1270,1387.4
1271,1387.3
1272,1387.9
1273,1387.6
1274,1388.3
1275,1389.7
1276,1389.2
1277,1389.5
1278,1389.5
1279,1389.7
1280,1389.7
1281,1389.6
1282,1389.6
1283,1390.0
1284,1390.0
1285,1390.1
1286,1390.0
1287,1390.0
1288,1390.1
1289,1390.0
1290,1390.0
1291,1389.5
1292,1389.7
1293,1389.8
1294,1389.8
1295,1390.0
1296,1391.3
1297,1391.3
1298,1391.4
1299,1391.7
1300,1391.1
1301,1390.4
1302,1390.8
1303,1391.8
1304,1392.8
1305,1392.2
1306,1391.7
1307,1391.6
1308,1391.7
1309,1391.9
1310,1392.5
1311,1392.6
1312,1392.7
1313,1393.6
1314,1392.7
1315,1392.8
1316,1392.8
1317,1391.6
1318,1390.7
1319,1391.4
1320,1390.9
1321,1390.9
1322,1390.9
1323,1391.4
1324,1391.4
1325,1391.4
1326,1391.6
1327,1391.3
1328,1390.9
1329,1391.2
1330,1391.3
1331,1391.8
1332,1391.2
1333,1389.4
1334,1390.8
1335,1390.7
1336,1390.9
1337,1391.0
1338,1391.5
1339,1391.4
1340,1391.0
1341,1391.0
1342,1391.2
1343,1390.5
1344,1391.4
1345,1390.9
1346,1390.8
1347,1390.8
1348,1390.9
1349,1390.9
1350,1390.9
1351,1390.8
1352,1390.6
1353,1390.8
1354,1390.8
1355,1390.8
1356,1392.7
1357,1392.6
1358,1392.8
1359,1392.7
1360,1392.9
1361,1392.9
1362,1393.0
1363,1392.7
1364,1392.5
1365,1392.2
1366,1391.7
1367,1392.1
1368,1392.1
1369,1392.3
1370,1392.4
1371,1392.1
1372,1392.0
1373,1390.9
1374,1390.5
1375,1390.4
1376,1390.6
1377,1390.6
1378,1390.5
1379,1390.7
1380,1390.8
1381,1390.6
1382,1390.8
1383,1390.5
1384,1390.2
1385,1389.9
1386,1389.2
1387,1387.6
1388,1386.9
1389,1387.8
1390,1388.2
1391,1388.4
1392,1388.6
1393,1388.9
1394,1389.3
1395,1389.4
1396,1389.8
1397,1389.8
1398,1390.0
1399,1389.6
1400,1389.0
1401,1388.9
1402,1389.0
1403,1389.0
1404,1389.0
1405,1388.9
1406,1389.3
1407,1389.9
1408,1390.0
1409,1390.8
1410,1390.8
1411,1391.4
1412,1391.8
1413,1391.5
1414,1391.0
1415,1390.8
1416,1391.0
1417,1390.9
1418,1390.8
1419,1390.6
1420,1391.0
1421,1391.0
1422,1391.0
1423,1390.0
1424,1390.0
1425,1389.9
1426,1389.8
1427,1389.7
1428,1389.2
1429,1389.5
1430,1389.1
1431,1388.8
1432,1388.8
1433,1389.0
1434,1389.0
1435,1389.4
1436,1388.9
1437,1386.6
1438,1388.3
1439,1389.2
1440,1389.1
1441,1389.5
1442,1389.0
1443,1389.4
1444,1389.1
1445,1389.1
1446,1389.4
1447,1389.6
1448,1389.3
1449,1389.3
1450,1389.5
1451,1389.4
1452,1389.9
1453,1389.9
1454,1389.6
1455,1389.7
1456,1389.8
1457,1389.6
1458,1389.3
1459,1389.5
1460,1389.7
1461,1389.8
1462,1390.2
1463,1390.2
1464,1390.3
1465,1390.0
1466,1390.2
1467,1390.2
1468,1389.9
1469,1390.0
1470,1390.2
1471,1390.6
1472,1390.9
1473,1390.9
1474,1390.8
1475,1390.9
1476,1390.9
1477,1390.9
1478,1391.7
1479,1391.8
1480,1391.7
1481,1392.8
1482,1392.4
1483,1391.8
1484,1391.9
1485,1392.0
1486,1392.1
1487,1392.0
1488,1391.8
1489,1392.4
1490,1392.5
1491,1390.7
1492,1391.1
1493,1390.7
1494,1391.5
1495,1391.1
1496,1391.0
1497,1391.6
1498,1391.6
1499,1391.8
1500,1391.7
1501,1392.7
1502,1393.4
1503,1393.5
1504,1393.0
1505,1393.2
1506,1393.6
1507,1393.8
1508,1394.0
1509,1395.1
1510,1395.5
1511,1395.7
1512,1395.7
1513,1395.0
1514,1394.5
1515,1394.4
1516,1394.5
1517,1394.6
1518,1393.0
1519,1393.1
1520,1393.0
1521,1393.0
1522,1393.6
1523,1394.6
1524,1394.6
1525,1393.1
1526,1393.0
1527,1393.0
1528,1393.1
1529,1393.0
1530,1393.0
1531,1392.3
1532,1392.1
1533,1391.1
1534,1391.1
1535,1391.2
1536,1391.6
1537,1392.5
1538,1392.6
1539,1392.5
1540,1392.6
1541,1392.6
1542,1392.9
1543,1393.4
1544,1392.9
1545,1393.0
1546,1392.8
1547,1392.8
1548,1392.8
1549,1392.8
1550,1392.8
1551,1392.8
1552,1392.8
1553,1392.8
1554,1392.8
1555,1392.8
1556,1392.8
1557,1392.8
1558,1384.0
1559,1385.7
1560,1386.6
1561,1387.4
1562,1386.5
1563,1386.8
1564,1386.2
1565,1385.4
1566,1385.6
1567,1386.2
1568,1386.3
1569,1386.4
1570,1386.6
1571,1387.5
1572,1388.6
1573,1388.6
1574,1388.4
1575,1386.9
1576,1386.1
1577,1386.0
1578,1385.8
1579,1385.1
1580,1385.2
1581,1385.7
1582,1385.1
1583,1385.3
1584,1384.7
1585,1384.8
1586,1385.0
1587,1385.1
1588,1385.0
1589,1385.8
1590,1385.5
1591,1385.8
1592,1385.5
1593,1385.6
1594,1385.3
1595,1385.7
1596,1385.7
1597,1385.2
1598,1385.0
1599,1384.5
1600,1384.8
1601,1384.2
1602,1383.8
1603,1384.0
1604,1384.3
1605,1385.7
1606,1385.2
1607,1383.7
1608,1383.9
1609,1384.2
1610,1383.7
1611,1383.0
1612,1383.6
1613,1383.6
1614,1383.8
1615,1383.7
1616,1382.5
1617,1382.3
1618,1382.9
1619,1381.6
1620,1381.5
1621,1383.0
1622,1383.1
1623,1383.0
1624,1382.9
1625,1382.8
1626,1382.8
1627,1382.7
1628,1382.5
1629,1382.3
1630,1381.7
1631,1380.6
1632,1380.0
1633,1380.0
1634,1380.0
1635,1379.7
1636,1379.7
1637,1379.3
1638,1379.3
1639,1379.3
1640,1379.4
1641,1379.6
1642,1380.1
1643,1379.6
1644,1377.8
1645,1378.2
1646,1377.8
1647,1378.4
1648,1378.0
1649,1378.6
1650,1377.9
1651,1378.1
1652,1377.5
1653,1378.0
1654,1378.0
1655,1378.2
1656,1378.5
1657,1378.5
1658,1378.9
1659,1378.7
1660,1378.9
1661,1379.4
1662,1379.1
1663,1379.0
1664,1378.4
1665,1378.5
1666,1378.6
1667,1378.9
1668,1378.4
1669,1376.5
1670,1378.0
1671,1378.5
1672,1379.1
1673,1379.4
1674,1379.5
1675,1379.0
1676,1379.1
1677,1379.5
1678,1379.0
1679,1379.3
1680,1379.5
1681,1379.2
1682,1378.9
1683,1379.0
1684,1379.4
1685,1379.8
1686,1379.5
1687,1379.8
1688,1380.2
1689,1380.7
1690,1380.3
1691,1379.1
1692,1379.5
1693,1380.1
1694,1380.2
1695,1379.8
1696,1378.8
1697,1378.7
1698,1379.2
1699,1379.0
1700,1379.0
1701,1379.5
1702,1379.8
1703,1380.3
1704,1380.0
1705,1379.4
1706,1379.6
1707,1379.7
1708,1379.8
1709,1379.5
1710,1379.4
1711,1380.0
1712,1380.1
1713,1380.0
1714,1380.0
1715,1379.9
1716,1380.0
1717,1380.6
1718,1380.3
1719,1380.6
1720,1380.3
1721,1380.8
1722,1379.4
1723,1379.3
1724,1379.6
1725,1379.8
1726,1380.7
1727,1381.0
1728,1379.9
1729,1380.0
1730,1379.8
1731,1379.6
1732,1379.5
1733,1379.9
1734,1380.0
1735,1381.3
1736,1381.6
1737,1380.4
1738,1381.2
1739,1381.4
1740,1381.2
1741,1381.1
1742,1381.1
1743,1381.1
1744,1381.3
1745,1380.6
1746,1380.4
1747,1380.5
1748,1380.5
1749,1380.0
1750,1380.6
1751,1381.0
1752,1380.7
1753,1380.9
1754,1380.2
1755,1380.1
1756,1379.9
1757,1380.1
1758,1380.7
1759,1380.9
1760,1380.8
1761,1380.7
1762,1379.9
1763,1380.0
1764,1379.9
1765,1380.0
1766,1377.7
1767,1379.0
1768,1378.9
1769,1377.8
1770,1378.4
1771,1378.0
1772,1376.1
1773,1377.4
1774,1377.3
1775,1376.5
1776,1376.6
1777,1377.1
1778,1377.1
1779,1377.1
1780,1377.3
1781,1377.7
1782,1377.5
1783,1377.4
1784,1377.1
1785,1377.2
1786,1377.6
1787,1377.2
1788,1374.0
1789,1373.4
1790,1373.4
1791,1372.1
1792,1371.4
1793,1370.8
1794,1370.2
1795,1370.4
1796,1370.7
1797,1371.4
1798,1371.9
1799,1369.9
1800,1368.9
1801,1369.0
1802,1371.1
1803,1370.5
1804,1369.1
1805,1368.6
1806,1368.5
1807,1366.0
1808,1368.4
1809,1368.2
1810,1367.8
1811,1367.7
1812,1367.4
1813,1367.7
1814,1367.9
1815,1367.9
1816,1367.8
1817,1367.8
1818,1367.8
1819,1367.5
1820,1367.4
1821,1366.8
1822,1368.7
1823,1368.1
1824,1367.5
1825,1368.7
1826,1368.4
1827,1370.1
1828,1371.0
1829,1370.8
1830,1370.9
1831,1370.9
1832,1370.8
1833,1370.7
1834,1370.9
1835,1371.7
1836,1371.7
1837,1372.0
1838,1372.5
1839,1372.1
1840,1372.8
1841,1371.8
1842,1372.9
1843,1372.6
1844,1372.7
1845,1374.4
1846,1373.9
1847,1374.1
1848,1375.4
1849,1375.2
1850,1375.8
1851,1375.8
1852,1375.9
1853,1375.8
1854,1377.0
1855,1376.5
1856,1375.5
1857,1376.5
1858,1375.7
1859,1375.9
1860,1376.9
1861,1378.4
1862,1379.1
1863,1379.8
1864,1380.0
1865,1380.8
1866,1382.3
1867,1380.2
1868,1378.8
1869,1379.2
1870,1378.7
1871,1378.1
1872,1379.3
